,Attr1,Attr2,Attr3,Attr6,Attr9,Attr12,Attr13,Attr17,Attr19,Attr21,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr30,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr45,Attr46,Attr48,Attr49,Attr50,Attr52,Attr53,Attr54,Attr56,Attr57,Attr59,class
242,0.10466,0.25067,0.44173,0.23344,1.1143,0.76986,0.14419,3.9893,0.11073,1.0134,0.08881,0.29374,0.74933,0.57481,1.1216,1.1362,0.14757,0.47321,0.11862,1.1915,0.8305,0.10066,0.4529,0.052143,0.59586,2.5698,0.079192,0.067199,2.4383,0.16028,1.9274,2.1362,0.10259,0.13967,0.10832,0
249,0.069929,0.58907,0.29299,0.19982,1.053,0.15827,0.046773,1.6976,0.039395,1.5165,0.030894,0.24357,0.39444,0.14706,0.50428,2.0403,0.25133,0.18401,0.1084,2.2822,0.42009,0.047889,0.044582,0.15481,0.1804,0.83202,0.091698,0.040511,1.4538,0.26211,2.7469,2.9255,0.050342,0.17729,0.065038,0
262,0.13142,0.49861,0.22758,0.20327,1.137,0.34988,0.12843,2.0056,0.10064,1.4529,0.080262,0.25365,0.47002,0.35484,1.1053,0.75495,0.25373,0.31925,0.15918,1.6686,0.49765,0.097217,0.17572,0.080086,0.57737,0.99992,0.11367,0.069423,1.401,0.32704,1.5592,1.6509,0.12046,0.2796,0.058798,0
263,0.097027,0.26791,0.37585,0.0859,1.1078,0.56364,0.14003,3.7326,0.11674,1.2665,0.087586,0.0,0.3202,0.45846,503.35,0.9522,0.24184,2.8206,0.34273,1.1078,0.77056,0.30938,0.46802,0.057476,0.56048,1.8836,0.10378,0.093679,2.2593,0.30362,1.8547,1.9522,0.30938,0.13253,0.052553,0
265,-0.01236,0.44718,0.15715,0.14693,0.99133,-0.028745,0.045075,2.2362,-0.005612,0.82701,-0.005612,0.1966,0.50085,0.22201,-0.019545,0.38064,0.2022,-0.009711,-0.004343,2.2465,0.51805,-0.001972,0.006216,0.13702,-0.049524,0.78508,-0.11598,-0.052658,1.313,0.19353,1.2131,1.2548,-0.008746,-0.024677,0.034357,0
266,0.015229,0.31623,0.09339,0.21689,0.9811,0.07081,0.071485,3.1623,0.016197,1.1564,0.012757,0.22082,0.65712,0.25687,-0.20607,0.14741,0.2635,-0.079292,-0.025074,1.2792,0.70028,-0.021004,0.1749,0.25403,0.050587,0.23955,-0.091076,-0.076292,1.1588,0.22442,1.0372,1.1053,-0.019266,0.023176,0.065683,0
269,0.19299,1.1992,-0.004658,-0.95381,1.0406,0.37217,0.09974,0.83387,0.076778,1.2761,0.057345,-0.96826,-0.29122,0.22537,0.86212,-0.015008,0.34838,0.2325,0.27882,3.6032,0.21372,0.082848,0.051825,0.11072,0.58585,0.51882,0.20154,0.059886,0.57506,0.21468,-0.93829,0.68859,0.03902,-0.66269,-1.7339,0
271,0.37747,0.33765,0.4176,0.84574,1.3743,1.1927,0.31008,2.9616,0.28365,1.2117,0.28365,0.84574,0.63014,1.2221,3.9344,1.5704,0.085037,1.1283,0.38098,1.3842,0.65131,0.28628,0.71484,0.026676,2.1913,1.7752,0.34581,0.25986,2.1741,0.32684,2.3697,2.4493,0.27235,0.59902,0.033581,0
273,0.050978,0.70647,-0.17756,0.077842,1.0238,0.093125,0.059905,1.4155,0.031628,1.0468,0.025034,0.099343,0.21957,0.15367,0.35197,-0.36538,0.34589,0.099091,0.070006,2.0662,0.23443,0.034377,0.005043,0.18204,0.25021,0.44868,0.012421,0.0061,0.72763,0.34772,0.45183,0.48242,0.023277,0.23218,0.067714,0
274,0.09808,1.507,-0.95167,-0.10527,1.0412,0.065518,0.079624,0.66358,0.054665,0.83235,0.054456,-0.10485,-0.61286,0.094914,0.52288,-2.1198,0.80846,0.060023,0.090452,1.874,-0.60862,0.050221,0.034449,0.3659,0.7158,0.27552,0.045499,0.025262,0.36567,0.86869,-1.3651,-1.3557,0.039533,-0.16004,-0.006925,0
278,0.093584,0.27385,0.36804,0.25933,1.1184,0.42414,0.17193,3.6517,0.10868,1.0968,0.08757,0.32177,0.66395,0.58854,1.1604,1.0277,-0.031118,0.4049,0.11088,1.0859,0.66395,0.10375,1.1234,0.050448,4.2246,2.2631,0.043294,0.040511,2.344,0.28658,1.854,1.854,0.10584,0.14095,0.0,0
281,0.12603,0.11675,0.81911,0.35976,1.0745,1.4089,0.093008,8.5652,0.079284,1.0365,0.063205,0.46042,0.84011,1.3138,0.7781,0.25904499999999997,-0.20357,1.2367,0.14439,2.0192,0.84465,0.072413,0.108595,0.022349,1.2269,7.3845,0.11702,0.058688,7.9769,0.060468,12.231,12.297,0.069359,0.15001,0.00541,0
282,0.006784,0.43792,0.46046,0.0,2.641,0.017263,0.013555,2.2835,0.002569,0.85962,0.002569,0.04332,0.55998,0.081751,1.1835,0.25904499999999997,0.14517,5.9573,0.032218,2.641,0.58314,0.012199,0.16957,0.25356,0.014064,0.94425,-0.000462,-0.000175,1.9488,0.15063,3.835,3.9787,0.012199,0.012069,0.037465,0
284,0.09701,0.33917,0.30177,0.51961,1.545,0.44142,0.088699,2.9484,0.073495,1.0204,0.062788,0.26181,0.64603,0.35528,25.935,0.68432,0.21952,4.185,0.13217,1.545,0.74276,0.085548,0.057714,0.14558,0.30167,0.92304,0.030681,0.019858,1.6482,0.18123,1.4985,1.6843,0.085548,0.1468,0.12397,0
286,0.080258,0.16186,0.00252,0.12168,1.1422,0.6726,0.16863,6.1783,0.10673,1.3707,0.084451,0.14783,0.80617,0.85934,1.2051,0.002976,0.15515,0.61948,0.10027,0.95798,0.81722,0.10551,0.10499,0.033447,2.234,0.77848,0.041434,0.043599,0.94725,0.18125,0.95215,0.96521,0.12452,0.099555,0.013717,0
287,0.15046,0.44717,0.1319,0.36556,1.1062,0.68553,0.11553,2.2363,0.10814,0.93324,0.076951,0.52753,0.35672,0.36877,1.0474,0.23568,0.1116,0.414,0.18513,1.9804,0.49544,0.09468,0.77801,0.073666,2.554,1.2366,0.17069,0.087295,0.98474,0.17451,0.6374,0.88527,0.096026,0.42179,0.38888,0
288,0.29876,0.57026,0.20818,0.74866,1.1167,0.64787,0.1089,1.7536,0.10532,1.2712,0.085214,0.92641,0.41246,0.54593,1.1649,0.93829,0.082449,0.64135,0.36573,3.52,0.41278,0.10432,0.4964,0.049559,4.552,1.2501,0.35317,0.10073,1.3645,0.18153,1.859,1.8604,0.10451,0.72433,0.000768,0
291,-0.014139,0.52464,0.13881,-0.011726,1.0037,-0.026946,0.008947,1.9061,-0.005487,1.0587,-0.006087,-0.006493,0.47536,0.036956,0.041071,0.35756,0.2227,0.018117,0.009505,2.3395,0.52702,0.004092,0.022805,0.40083,-0.050634,0.70311,-0.024022,-0.010341,1.1661,0.20438,1.2245,1.3576,0.003736,-0.029743,0.10866,0
294,0.084412,0.89772,0.00874,0.0,3.4781,0.099191,0.026273,1.1139,0.02427,1.2612,0.02427,0.12106,0.084412,0.10179,3.4474,0.062318,0.23194,3.7594,0.10321,3.4781,0.14899,0.029675,0.11673,0.26769,0.89875,0.8999,0.097854,0.028134,0.95771,0.25216,0.72929,1.0623,0.029675,0.82529,0.45664,0
295,0.007475,0.92009,-0.048855,0.0,3.0668,0.01419,0.003275,1.0869,0.002437,1.0559,0.002437,0.013305,0.036233,0.010916,0.0,-0.093576,0.30001,2.6364,0.041702,3.0668,0.44783,0.013598,0.056554,0.10873,0.031818,0.46129,-0.002569,-0.000838,0.51943,0.21716,0.15306,0.85777,0.20905,0.093538,0.1599,0
297,0.086327,0.44217,0.16154,0.48362,1.3358,0.47575,0.097312,2.2616,0.076281,1.2747,0.064628,0.28209,0.5411,0.25877,5.5257,0.25876,0.33103,2.7182,0.14274,1.3358,0.78583,0.10686,0.07472,0.15752,0.40866,0.76792,0.037382,0.027985,0.8497,0.17819,0.89355,1.2588,0.10686,0.15476,0.40873,0
299,0.12759,0.56519,0.096411,-0.013277,1.6069,0.5484,0.12853,1.7693,0.09682,1.6057,0.0794,0.20289,0.3488,0.31591,3.7974,0.15553,0.33699,2.6529,0.10753,1.6069,0.63162,0.066915,0.094512,0.12202,0.95029,0.86657,0.052488,0.032664,0.67254,0.18921,0.70144,1.0189,0.066915,0.29344,0.45263,0
300,-0.22167,0.86884,0.12546,-0.25678,0.87939,-0.78668,-0.10757,1.151,-0.16548,0.71041,-0.18097,-0.24051,0.042265,-0.17349,-1.1736,0.20339,0.67406,-0.18815,-0.16347,1.2624,0.65345,-0.13346,0.22689,-0.30868,-1.8364,1.0185,-0.2344,-0.19137,0.44096,0.18499,0.068515,1.0593,-0.13715,-5.2448,0.1599,0
301,0.002235,0.46481,0.25748,0.17138,0.99676,0.008852,0.018958,2.1514,0.001324,1.2706,0.000939,0.21467,0.50541,0.095133,0.03112,0.66652,0.19154,0.015992,0.007433,2.4336,0.614,0.003122,0.029557,0.30923,0.008236,0.96089,-0.03455,-0.014511,1.3203,0.14913,1.3083,1.5894,-0.003248,0.004422,0.21485,0
305,0.031411,0.46435,0.14699,0.070978,0.98899,0.17155,0.067044,2.1536,0.033378,1.1057,0.026908,0.079707,0.53565,0.15228,0.24005,0.23486,0.39765,0.061017,0.028333,1.2385,0.77287,0.024272,0.097131,0.22572,0.12686,0.55702,-0.010967,-0.009395,0.80569,0.19243,0.85584,1.2349,-0.011128,0.058641,0.44286,0
306,0.063186,0.34782,0.023259,0.003189,0.98464,0.17265,0.062937,2.8751,0.038132,0.97188,0.041623,-0.016709,0.65218,0.28992,-0.22023,0.036259,0.19022,-0.097619,-0.033954,1.6315,0.66472,-0.022366,0.40927,0.10873,0.61536,0.76312,-0.071609,-0.047171,1.0308,0.21747,1.0167,1.0363,-0.0156,0.096884,0.019228,0
310,0.10523,0.59844,0.048523,0.0,2.8121,0.25445,0.062293,1.671,0.047239,1.031,0.03742,0.15717,0.25691,0.24658,5.2894,0.113,0.2099,4.4309,0.16046,2.8121,0.47108,0.05706,0.024717,0.098767,0.45058,0.6456,0.1173,0.041713,0.95346,0.19688,0.93514,1.097,0.05706,0.26205,0.17314,0
311,-0.1805,1.1422,-0.057143,-0.25079,2.4563,-0.26211,-0.028713,0.8755,-0.072296,1.2581,-0.073483,-0.13865,-0.23687,-0.064298,-1.9533,-0.15052,0.45992,2.2666,-0.13257,2.4563,0.31579,-0.053971,0.031065,-1.7285,-0.49997,0.3828,-0.23614,-0.096135,0.54313,0.2617,-0.3746,0.83185,-0.053971,1.2692,-3.2206,0
314,0.2317,0.31363,0.3406,0.51035,1.1586,1.1169,0.14919,3.1885,0.13166,1.2544,0.090507,0.75144,0.55082,0.88189,1.4474,0.9524,0.049389,1.0197,0.31981,2.5913,0.56267,0.12492,0.63896,0.028273,1.8078,1.7039,0.27492,0.10739,2.0482,0.13658,1.5402,1.5734,0.13687,0.42064,0.02151,0
317,0.23029,0.7939,0.080647,0.0,2.6056,0.37311,0.11423,1.2596,0.088381,1.7791,0.088381,0.29013,0.19926,0.3749,25.265,0.26692,0.22503,2.9906,0.23134,2.6056,0.37362,0.088786,0.3433,0.087625,62.651,1.1247,0.16732,0.064214,0.87902,0.25996,0.68212,1.2366,0.088786,1.1174,0.81285,0
318,0.099402,0.31309,0.27097,0.0,1.1802,0.39964,0.14683,3.1939,0.084225,1.1062,0.084225,0.19177,0.10168,0.55348,9.3316,0.56418,0.24622,3.4522,0.099334,1.1802,0.71537,0.084167,0.10388,0.056894,0.35915,0.97671,0.035659,0.030214,1.6599,0.23012,1.4302,1.4894,0.084167,0.14471,0.041432,0
327,0.16859,0.87122,0.21367,-0.056723,2.1782,0.35435,0.10925,1.1478,0.088704,1.5045,0.077398,0.33441,0.11187,0.24488,6200.5,0.88633,0.39327,2.2796,0.19221,2.1782,0.45261,0.088242,0.027948,0.12436,0.65718,0.92139,0.14402,0.066118,0.87111,0.27455,0.53421,1.8775,0.088242,1.3091,0.1599,0
328,0.015731,0.67136,-0.13449,0.11482,1.0351,0.034495,0.042704,1.4895,0.01171,1.2288,0.012779,0.14562,0.32861,0.080259,0.33396,-0.18767,0.5336,0.059153,0.039713,1.2389,0.5821,0.032262,0.042515,0.28347,0.14083,0.41084,0.001561,0.001268,0.42209,0.35139,0.45855,0.81228,0.033944,0.047871,0.77143,0
331,-0.037418,0.82394,0.3738,0.0,2.5348,-0.1725,0.007038,1.2137,-0.014762,1.116,-0.014762,0.029679,0.062957,0.021652,-0.80257,0.9133,0.32505,3.1142,-0.03108,2.5348,0.7716,-0.012261,0.32269,1.1371,-0.091822,0.84459,-0.086363,-0.03407,0.71695,0.08454,0.43018,1.8853,-0.012261,-0.21253,0.1599,0
333,0.001831,0.48876,-0.059301,-0.04584,1.0122,0.004461,0.035241,2.046,0.001874,1.1534,0.001587,-0.046539,0.49619,0.082511,0.092318,-0.1032,0.41309,0.021529,0.010523,1.1617,0.5003,0.00912,0.025641,0.3278,0.006377,0.28511,-0.027975,-0.024247,0.87025,0.4252,0.86346,0.87062,0.012064,0.003691,0.008292,0
335,0.06199,0.18837,0.3385,0.22834,1.0907,0.4591,0.11316,5.3087,0.051644,1.1244,0.037948,0.29181,0.77013,0.86258,0.60932,0.70855,0.10695,0.48448,0.091261,1.6615,0.77474,0.055867,0.092294,0.032296,0.42896,2.0557,-0.009232,-0.005652,2.7725,0.12269,1.612,1.6217,0.083123,0.080493,0.005993,0
340,0.027243,0.08102,0.033947,0.020095,1.0174,0.34939,0.12274,12.343,0.056507,1.1454499999999999,0.054542,0.020836,0.91509,0.74459,0.1165,0.038346,0.13211,0.070589,0.005719,0.52474,0.91532,0.01145,0.28105,0.068646,0.88097,1.0374,-0.027365,-0.054786,1.416,0.16455,1.0337,1.0339,0.017137,0.029771,0.000261,0
341,0.27123,0.14664,0.50216,0.0,1.2552,0.20429,0.30572,6.8193,0.26845,1.4086,0.21608,0.43811,0.77035,2.1687,33.159,1.3101,-0.042686,6.1855,0.34817,1.2552,0.88545,0.27738,1.7702,0.012413,1.9743,4.1844,0.30023,0.23919,4.2056,0.12629,2.2264,2.3101,0.27738,0.31784,0.037605,0
342,0.36761,0.40986,0.55136,-0.25844,2.249,1.4047,0.21028,2.4399,0.19663,1.3897,0.16345,0.65843,0.49227,0.97184,47.068,0.25904499999999997,0.073402,4.6153,0.3574,2.249,0.68361,0.15891,0.78886,0.028766,1.1805,1.7622,0.41354,0.18387,2.1134,0.16643,4.41,5.1084,0.15891,0.62292,0.15838,0
343,0.16818,0.35721,0.37306,0.0,2.1632,1.0598,0.12999,2.7995,0.096201,1.4073,0.077748,0.33834,0.62812,0.67543,17.857,0.86639,0.090638,5.4799,0.20575,2.1632,0.80364,0.095115,0.86996,0.040607,1.5403,2.3438,0.14705,0.067978,1.5941,0.10031,1.4928,1.8664,0.095115,0.26164,0.25023,0
344,0.27849,0.36817,0.399,0.43847,1.3595,1.2207,0.33409,2.7162,0.28427,1.5001,0.23193,0.5439,0.62245,0.91893,3.8764,1.2416,0.062291,0.9299,0.34236,1.325,0.71099,0.28512,1.1107,0.030096,1.4778,1.753,0.28253,0.2353,1.8433,0.3166,1.9368,2.2123,0.26446,0.44741,0.14226,0
348,0.11121,0.8451,-0.11809,-0.43936,1.4051,0.20657,0.10586,1.1833,0.092826,1.0,0.079144,0.083766,-0.061503,0.15326,8.5611,-0.24265,0.59547,1.7565,-0.079266,1.4051,0.36283,-0.056412,0.038026,0.24337,0.63982,0.5377,0.079122,0.05631,0.60741,0.42537,0.31827,0.74552,-0.056412,0.71794,1.3424,0
354,0.042405,0.47622,-0.064172,-0.22261,1.1216,0.21918,0.13287,2.0999,0.081841,1.1725,0.066482,-0.18601,0.52378,0.1574,1.2582,-0.07769,0.73606,0.15026,0.071554,0.64974,0.76183,0.11218,0.03637,0.15039,1.2351,0.58642,0.039003,0.061147,0.36538,0.41879,0.63412,0.92231,0.1084,0.08096,0.45448,0
356,0.15175,0.64951,-0.022479,0.19404,1.1202,0.3004,0.12411,1.5396,0.1045,2.3085,0.08374,0.24091,0.32121,0.28836,1.1938,-0.057334,0.34914,0.29734,0.19312,1.829,0.34031,0.10657,0.029599,0.093386,1.1343,0.75212,0.15758,0.086957,0.93599,0.3897,0.81928,0.86799,0.10733,0.47244,0.059458,0
357,0.15175,0.64951,-0.022479,0.19404,1.1202,0.3004,0.12411,1.5396,0.1045,2.3085,0.08374,0.24091,0.32121,0.28836,1.1938,-0.057334,0.34914,0.29734,0.19312,1.829,0.34031,0.10657,0.029599,0.093386,1.1343,0.75212,0.15758,0.086957,0.93599,0.3897,0.81928,0.86799,0.10733,0.47244,0.059458,0
358,-0.035818,0.23416,0.55223,0.011325,0.96689,-0.18466,-0.003612,4.2707,-0.024955,0.92494,-0.027946,0.032792,0.75749,-0.036145,-0.32589,2.0112,0.16332,-0.18449,-0.043199,1.3223,0.81845,-0.033705,0.15433,-0.48585,-0.078692,1.5604,-0.070554,-0.055048,3.0981,0.13066,2.7588,2.9808,-0.034246,-0.047285,0.080469,0
363,0.22531,0.35489,0.16686,0.3067,1.2934,2.4987,0.30333,2.8178,0.24107,1.3525,0.19377,0.38378,0.62339,0.83885,3.2574,0.23145,0.272,0.82516,0.29284,1.2107,0.86609,0.25185,0.40059,0.031946,4.1565,2.0042,0.22045,0.18959,0.7863,0.12478,0.86467,1.2013,0.22684,0.36142,0.38933,0
364,0.037022,0.18743,0.42612,0.31805,0.99602,0.23645,0.041253,5.3353,0.02584,1.3007,0.023048,0.37367,0.73138,0.32962,0.15533,1.0697,0.091762,0.13365,0.02505,1.6772,0.74327,0.015595,0.23374,0.12372,0.30801,2.7427,0.000292,0.000182,3.21,0.10885,1.8361,1.8659,-0.004,0.050619,0.016255,0
366,0.057546,0.25255,0.11528,0.10583,1.0635,0.37887,0.11986,3.9596,0.056306,1.1471,0.043241,0.13831,0.72629,0.56278,0.57509,0.16782,0.1388,0.28495,0.071965,1.3477,0.78106,0.054076,0.37384,0.053038,0.38826,0.83349,-0.012619,-0.009482,1.2396,0.15805,1.0573,1.137,0.059705,0.079233,0.075409,0
368,0.032262,0.41575,0.15246,0.069748,1.0358,0.15289,0.094615,2.4053,0.028212,1.1145,0.021047,0.087963,0.58168,0.32243,0.35734,0.26998,0.25045,0.1272,0.052882,1.5377,0.71459,0.034499,0.14393,0.088372,0.16336,0.84081,-0.048906,-0.031905,1.047,0.19112,1.0301,1.2654,0.034563,0.055464,0.22849,0
369,0.10562,0.043648,0.34988,0.14334,1.0511,0.20429,0.35785,22.911,0.25791,1.1174,0.20664,0.18193,0.70624,0.22617500000000001,2.6364,0.57357,-0.48063,2.9374,0.12821,0.62729,0.70976,0.25083,0.108595,0.008004,4.4128,9.1218,0.077124,0.15089,8.9354,0.082523,1.1578,1.1636,0.048585,0.14955,0.004978,0
370,0.1581,0.45871,-0.018313,0.22754,1.1773,0.57518,0.23188,2.18,0.15196,1.3114,0.12041,0.29291,0.46755,0.57342,1.9399,-0.027275,0.34303,0.47167,0.21636,1.3489,0.57936,0.16478,0.025783,0.046939,0.99242,0.48798,0.11143,0.084862,0.71633,0.31103,0.69637,0.86289,0.15058,0.33814,0.23914,0
373,0.088235,0.83674,-0.016714,0.19199,1.1524,0.40392,0.1271,1.1951,0.098714,1.3904,0.077515,0.22614,0.077419,0.14407,1.7067,-0.022632,0.72462,0.20148,0.16858,1.176,0.63597,0.1481,0.070495,0.13693,0.93623,0.60113,0.13627,0.11972,0.31249,0.28163,0.10483,0.86113,0.13222,1.1397,0.1599,0
374,0.024327,0.50362,0.037323,0.000471,1.1233,0.19014,0.15323,1.9856,0.036697,2.0932,0.036967,-0.000262,0.4601,0.20057,0.54361,0.044663,0.73309,0.063237,0.031847,0.68501,0.83671,0.048394,0.18314,0.15256,0.23305,0.47201,-0.044838,-0.068136,0.32631,0.2168,0.55058,1.0013,0.10976,0.052873,0.81853,0
376,0.039828,0.25918,0.36053,0.22794,1.0314,0.22683,0.043364,3.8583,0.023965,1.0571,0.016921,0.29538,0.72854,0.32984,0.27849,0.92258,-0.003,0.2452,0.063552,2.4048,0.73903,0.027,1.0888,0.078023,0.1659,1.4844,0.017892,0.007602,2.3505,0.10898,1.8643,1.8911,0.030478,0.054668,0.014405,0
377,0.38794,0.54524,0.38858,0.0,1.8628,1.3012,0.28526,1.8341,0.27202,1.1454499999999999,0.20826,0.52959,0.40044,0.75676,53.475,1.7502,0.12645,2.4839,0.50844,1.8628,0.55061,0.27295,0.80114,0.03408,1.2083,1.1734,0.48394,0.2598,1.4269,0.28752,2.0483,2.48,0.27295,0.85306,0.21076,0
379,0.085091,0.59246,-0.015481,0.28249,1.2804,0.30131,0.23066,1.6879,0.14561,1.1548,0.11653,0.34475,0.39703,0.24845,2.4782,-0.023364,0.752,0.23855,0.14133,0.735,0.63662,0.19355,0.13134,0.095746,0.54443,0.51321,0.079224,0.1085,0.56947,0.61875,0.59919,0.96078,0.219,0.21432,0.60345,0
380,0.064281,0.31288,0.67163,0.0,0.47592,0.26331,0.59062,3.1961,0.13507,0.77086,0.13507,0.29904,0.58595,0.89837,7.6089,0.25904499999999997,0.5693,0.45247,0.003086,0.47592,0.75518,0.006484,0.93079,0.045804,0.71178,3.3812,-0.20591,-0.43266,2.9268,1.7244,8.1565,8.9644,0.70253,0.093552,0.099061,0
381,0.01505,0.79463,-0.26637,-0.21115,1.3653,0.034632,0.040762,1.2584,0.018306,1.8021,0.011023,-0.033052,-0.11279,0.057521,1.6172,-0.48904,0.46518,1.5795,0.11014,1.3653,0.27832,0.080669,0.26169,0.30454,0.10387,0.43014,0.02566,0.018794,0.57298,0.57498,0.37704,0.51096,0.080669,0.07328,0.35518,0
382,0.16765,0.30476,0.045498,0.2632,1.243,0.99802,0.23794,3.2813,0.17095,1.2874,0.1701,0.26972,0.62363,0.76674,2.3556,0.057908,0.30336,0.61283,0.18677,0.9942,0.75957,0.1895,0.043411,0.039635,2.3599,0.8487,0.12074,0.12251,0.70322,0.21292,0.79374,0.96676,0.19551,0.26882,0.21799,0
383,0.035377,0.17643,0.25462,0.035377,0.61701,0.50287,0.13135,5.668,0.070293,1.1692,0.057336,0.12572,0.56911,0.41403,4.7079,0.38629,0.28594,2.7144,0.1462,0.61701,0.91375,0.23695,0.17328,0.066771,0.18459,1.73,0.012737,0.020642,1.932,0.1801,1.2495,1.3863,0.23695,0.0,0.1095,0
384,0.11738,0.44403,0.14367,0.23071,1.1756,0.39401,0.22832,2.2521,0.13614,1.3271,0.11767,0.2761,0.55577,0.47146,1.7605,0.28079,0.36619,0.33644,0.14939,1.0169,0.65513,0.14976,0.22631,0.060487,0.49286,0.72582,0.057431,0.057573,1.0998,0.40618,1.0862,1.2804,0.14935,0.21121,0.17878,0
385,0.14746,0.35912,0.13567,0.23079,1.1137,0.43426,0.11783,2.7846,0.093826,1.2546,0.093826,0.23079,0.64088,0.51566,1.1141,0.25855,0.22226,0.4378,0.15722,1.5755,0.66043,0.10004,0.031807,0.060564,0.42571,0.37947,0.1195,0.076037,1.3234,0.24062,1.2213,1.2585,0.10208,0.23009,0.030509,0
388,0.098263,0.50638,0.36882,0.24354,1.3022,1.4009,0.20566,1.9748,0.12397,1.236,0.12024,0.25014,0.4882,0.32589,1.774,0.65996,0.48153,0.21986,0.11133,0.82388,0.92226,0.13623,1.6446,0.093482,0.46634,3.1865,0.044571,0.054539,0.87117,0.11523,0.87356,1.6503,0.23207,0.20128,0.88911,0
389,0.51662,0.19937,0.50069,0.0,1.6288,0.20429,0.34278,5.0159,0.31719,1.9896,0.31719,0.59099,0.7957,0.22617500000000001,96.77,1.0771,0.1224,5.6209,0.50813,1.6288,0.96555,0.31197,2.2758,0.011816,4.2096,11.972,0.47902,0.2941,2.6842,0.030741,1.7223,2.0771,0.31197,0.64526,0.20598,0
390,0.19797,0.20676,0.35932,0.56399,1.3048,2.1221,0.28592,4.8365,0.23162,1.1566,0.18618,0.70428,0.79324,1.2367,3.0294,0.68492,0.14654,1.194,0.24687,1.067,0.88395,0.23218,0.44885,0.022316,2.4171,3.3904,0.18914,0.17788,2.2992,0.14241,1.512,1.6849,0.23358,0.24957,0.11435,0
392,0.11582,0.58771,0.000441,0.18883,1.0363,0.28843,0.076106,1.7015,0.060857,1.2835,0.048396,0.23944,0.40584,0.25915,0.67995,0.000891,0.23586,0.26716,0.15701,2.4893,0.48863,0.065612,0.050895,0.099853,0.37116,0.3829,0.12052,0.050363,0.85989,0.21866,0.82049,0.98786,0.035047,0.28537,0.20398,0
395,0.14898,0.2165,0.35221,0.36482,1.1723,0.73707,0.17298,4.619,0.14305,1.4639,0.14172,0.36644,0.76527,0.83347,1.6735,0.79369,0.025011,0.69317,0.15007,1.0602,0.77774,0.14275,0.94016,0.03921,0.73597,1.7341,0.11861,0.11283,2.5693,0.22752,1.7245,1.7526,0.14696,0.19468,0.016294,0
396,0.10777,0.1334,0.44126,0.43644,1.1911,1.0743,0.21711,7.496,0.17247,1.0259,0.16816,0.44181,0.85378,1.0223,1.9139,0.968,-0.31102,0.77195,0.10298,0.65867,0.8843,0.16068,0.108595,0.03333,0.97432,4.2135,0.074371,0.11604,4.079,0.19123,1.873,1.9399,0.16043,0.12623,0.035735,0
399,0.10753,0.38893,0.10842,0.18088,1.1236,0.50923,0.14278,2.5712,0.11201,1.1238,0.090155,0.23269,0.54734,0.37085,1.292,0.17231,0.29625,0.35264,0.13715,1.2499,0.67392,0.11499,0.15207,0.073546,0.63838,0.77123,0.10045,0.084217,0.95331,0.24714,0.86986,1.071,0.10998,0.19645,0.23127,0
400,0.057974,0.076177,0.40378,0.17803,1.0462,1.1567,0.08396,13.127,0.043494,2.0565,0.034,0.22754,0.92382,1.6668,0.44306,0.75882,-0.078418,0.94791,0.07221,1.7092,0.93589,0.042349,0.108595,0.017736,0.4056,5.0685,0.003212,0.001884,6.1421,0.039338,1.7361,1.7588,0.044158,0.062754,0.01306,0
402,0.22786,0.55522,0.35726,0.47256,1.1131,0.52618,0.097856,1.8011,0.094167,1.3207,0.073591,0.58861,0.34889,0.43096,1.022,0.25904499999999997,0.13972,0.51201,0.28428,3.121,0.35,0.091815,0.23191,0.06173,0.98585,1.2276,0.27286,0.088125,1.6415,0.19921,3.9363,3.9488,0.10163,0.65309,0.00318,0
404,0.13245,0.49601,0.17207,0.27275,1.1577,0.54204,0.1753,2.0161,0.1356,1.6176,0.10645,0.28987,0.46528,0.3666,1.6541,0.33304,0.37795,0.35841,0.17778,1.274,0.65001,0.14288,0.90872,0.071785,4.0535,1.4478,0.12839,0.10318,0.97447,0.28963,0.90057,1.2581,0.13621,0.28466,0.39702,0
405,0.24124,0.48618,0.1691,0.31144,1.1068,0.73377,0.10792,2.0568,0.090082,1.6184,0.072985,0.38713,0.50281,0.61745,1.0318,0.39776,0.13588,0.63381,0.30815,3.3092,0.58322,0.093228,0.1176,0.043541,2.7926,1.2038,0.24919,0.075391,1.1824,0.13588,1.1828,1.3719,0.096493,0.47978,0.1599,0
410,0.18366,0.4261,0.18571,0.59194,1.1476,1.0272,0.1599,2.3468,0.11927,1.0254,0.095528,0.7402,0.53122,0.61434,1.4208,0.31421,0.20733,0.55865,0.23804,1.9463,0.73409,0.12381,0.15124,0.044311,1.3365,1.2163,0.15993,0.083185,0.95974,0.13324,0.89877,1.242,0.12859,0.34574,0.38189,0
411,0.047187,0.47581,0.11701,0.0,1.6667,0.10169,0.033919,2.1017,0.028311,1.0225,0.028311,0.12811,0.50038,0.11882,0.0,0.27931,0.22531,3.0588,0.002972,1.6667,0.5248,0.001783,0.22071,1.697,0.16229,0.62558,-0.009346,-0.005607,1.2212,0.31885,1.2512,1.2527,0.12681,0.090019,0.001161,0
